"Item Group Code","Item Group","Item Code","Item","Factor","CPC Code","HS Code","HS07 Code","HS12 Code"
"QC","Crops Primary","667","Tea leaves","1","01620","","090210, 090220, 090230, 090240","090210, 090220, 090230, 090240"
"1714","Crops Primary","388","Tomatoes","1","01234","","070200","070200"
"QC","Crops Primary","388","Tomatoes","1","01234","","070200","070200"
"QC","Crops Primary","1729","Treenuts, Total","1","F1729","","",""
"1714","Crops Primary","97","Triticale","1","01191","","100890","100860"
"QC","Crops Primary","97","Triticale","1","01191","","100890","100860"
"1714","Crops Primary","777","True hemp, raw or retted","1","01929.02","","530210, 530290","530210, 530290"
"QC","Crops Primary","777","True hemp, raw or retted","1","01929.02","","530210, 530290","530210, 530290"
"1714","Crops Primary","275","Tung nuts","1","01499.02","","120799","120799"
"QC","Crops Primary","275","Tung nuts","1","01499.02","","120799","120799"
"1714","Crops Primary","826","Unmanufactured tobacco","1","01970","","240110, 240120, 240130","240110, 240120, 240130"
"QC","Crops Primary","826","Unmanufactured tobacco","1","01970","","240110, 240120, 240130","240110, 240120, 240130"
"1714","Crops Primary","692","Vanilla, raw","1","01658","","090500","090510, 090520"
"QC","Crops Primary","692","Vanilla, raw","1","01658","","090500","090510, 090520"
"QC","Crops Primary","1735","Vegetables Primary","1","F1735","","",""
"1714","Crops Primary","205","Vetches","1","01709.01","","121490","121490"
"QC","Crops Primary","205","Vetches","1","01709.01","","121490","121490"
"1714","Crops Primary","222","Walnuts, in shell","1","01376","","080231","080231"
"QC","Crops Primary","222","Walnuts, in shell","1","01376","","080231","080231"
"1714","Crops Primary","567","Watermelons","1","01221","","080711","080711"
"QC","Crops Primary","567","Watermelons","1","01221","","080711","080711"
"1714","Crops Primary","15","Wheat","1","0111","","100110, 100190","100111, 100119, 100191, 100199"
"QC","Crops Primary","15","Wheat","1","0111","","100110, 100190","100111, 100119, 100191, 100199"
"1714","Crops Primary","137","Yams","1","01540","","071490","071430"
"QC","Crops Primary","137","Yams","1","01540","","071490","071430"
"1714","Crops Primary","135","Yautia","1","01591","","071490","071450"
"QC","Crops Primary","135","Yautia","1","01591","","071490","071450"
"QD","Crops Processed","51","Beer of barley, malted","1","24310.01","","220300","220300"
"QD","Crops Processed","252","Coconut oil","1","2166","","151311, 151319","151311, 151319"
"QD","Crops Processed","767","Cotton lint, ginned","1","01921.02","","520100","520100"
"QD","Crops Processed","329","Cotton seed","1","0143","","120720","120721, 120729"
"QD","Crops Processed","331","Cottonseed oil","1","2168","","151221, 151229","151221, 151229"
"QD","Crops Processed","244","Groundnut oil","1","2162","","150810, 150890","150810, 150890"
"QD","Crops Processed","778","Kapok fibre, raw","1","01929.03","","530500","530500"
"QD","Crops Processed","311","Kapokseed in shell","1","01499.06","","120799","120799"
"QD","Crops Processed","1242","Margarine and shortening","1","21700.02","","151710, 151790","151710, 151790"
"QD","Crops Processed","165","Molasses","1","23540","","170310, 170390","170310, 170390"
"QD","Crops Processed","334","Oil of linseed","1","21691.12","","151511, 151519","151511, 151519"
"QD","Crops Processed","60","Oil of maize","1","21691.02","","151521, 151529","151521, 151529"
"QD","Crops Processed","258","Oil of palm kernel","1","21691.14","","151321, 151329","151321, 151329"
"QD","Crops Processed","290","Oil of sesame seed","1","21691.07","","151550","151550"
"QD","Crops Processed","261","Olive oil","1","2167","","150910","150910"
"QD","Crops Processed","256","Palm kernels","1","01491.02","","120999","120999"
"QD","Crops Processed","257","Palm oil","1","2165","","151110, 151190","151110, 151190"
"QD","Crops Processed","271","Rapeseed or canola oil, crude","1","21641.01","","151411, 151419, 151491, 151499","151411, 151419, 151491, 151499"
"QD","Crops Processed","162","Raw cane or beet sugar (centrifugal only)","1","2351f","","170111, 170112","170112, 170114"
"QD","Crops Processed","281","Safflower-seed oil, crude","1","21631.02","","151211, 151219","151211, 151219"
"QD","Crops Processed","237","Soya bean oil","1","2161","","150710, 150790","150710, 150790"
"QD","Crops Processed","268","Sunflower-seed oil, crude","1","21631.01","","151211, 151219","151211, 151219"
"QD","Crops Processed","564","Wine","1","24212.02","","220410, 220421, 220429","220410, 220421, 220429"
"1783","Eggs Primary","1091","Eggs from other birds in shell, fresh, n.e.c.","1","0232","","040700","040719, 040729, 040790"
"1783","Eggs Primary","1062","Hen eggs in shell, fresh","1","0231","","040700","040711, 040721, 040790"
"1816","Evaporat&Condensed Milk","896","Skim milk, condensed","1","22222.02","","040299","040299"
"1816","Evaporat&Condensed Milk","895","Skim milk, evaporated","1","22221.02","","040291","040291"
"1816","Evaporat&Condensed Milk","890","Whey, condensed","1","22130.03","","040410","040410"
"1816","Evaporat&Condensed Milk","889","Whole milk, condensed","1","22222.01","","040299","040299"
"1816","Evaporat&Condensed Milk","894","Whole milk, evaporated","1","22221.01","","040291","040291"
"1753","Fibre Crops Primary","809","Abaca, manila hemp, raw","1","01929.07","","530500","530500"
"1753","Fibre Crops Primary","800","Agave fibres, raw, n.e.c.","1","01929.06","","530500","530500"
"1753","Fibre Crops Primary","767","Cotton lint, ginned","1","01921.02","","520100","520100"
"1753","Fibre Crops Primary","773","Flax, processed but not spun","1","26190.01","","530121, 530129","530121, 530129"
"1753","Fibre Crops Primary","780","Jute, raw or retted","1","01922.01","","530310, 530390","530310, 530390"
"1753","Fibre Crops Primary","310","Kapok fruit","0.33","01499.05","","120799","120799"
"1753","Fibre Crops Primary","782","Kenaf, and other textile bast fibres, raw or retted","1","01922.02","","530310, 530390","530310, 530390"
"1753","Fibre Crops Primary","821","Other fibre crops, raw, n.e.c.","1","01929.90","","530500","530500"
"1753","Fibre Crops Primary","788","Ramie, raw or retted","1","01929.04","","530500","530500"
"1753","Fibre Crops Primary","789","Sisal, raw","1","01929.05","","530500","530500"
"1753","Fibre Crops Primary","777","True hemp, raw or retted","1","01929.02","","530210, 530290","530210, 530290"
"1738","Fruit Primary","515","Apples","1","01341","","080810","080810"
"1738","Fruit Primary","526","Apricots","1","01343","","080910","080910"
"1738","Fruit Primary","572","Avocados","1","01311","","080440","080440"
"1738","Fruit Primary","486","Bananas","1","01312","","080300","080390"
"1738","Fruit Primary","552","Blueberries","1","01355.01","","081040","081040"
"1738","Fruit Primary","568","Cantaloupes and other melons","1","01229","","080719","080719"
"1738","Fruit Primary","591","Cashewapple","1","01359.02","","081090","081090"
"1738","Fruit Primary","531","Cherries","1","01344.02","","080920","080929"
"1738","Fruit Primary","554","Cranberries","1","01355.02","","081040","081040"
"1738","Fruit Primary","550","Currants","1","01351.01","","081090","081030"
"1738","Fruit Primary","577","Dates","1","01314","","080410","080410"
"1738","Fruit Primary","569","Figs","1","01315","","080420","080420"
"1738","Fruit Primary","549","Gooseberries","1","01351.02","","081090","081030"
"1738","Fruit Primary","560","Grapes","1","01330","","080610","080610"
"1738","Fruit Primary","592","Kiwi fruit","1","01352","","081050","081050"
"1738","Fruit Primary","497","Lemons and limes","1","01322","","080550","080550"
"1738","Fruit Primary","461","Locust beans (carobs)","1","01356","","121299","121292"
"1738","Fruit Primary","571","Mangoes, guavas and mangosteens","1","01316","","080450","080450"
"1738","Fruit Primary","490","Oranges","1","01323","","080510","080510"
"1738","Fruit Primary","558","Other berries and fruits of the genus vaccinium n.e.c.","1","01355.90","","081020, 081040","081020, 081040"
"1738","Fruit Primary","512","Other citrus fruit, n.e.c.","1","01329","","080590","080590"
"1738","Fruit Primary","619","Other fruits, n.e.c.","1","01359.90","","081090","081090"
"1738","Fruit Primary","542","Other pome fruits","1","01349.10","","081090","081090"
"1738","Fruit Primary","541","Other stone fruits","1","01349.20","","081090","081090"
"1738","Fruit Primary","603","Other tropical fruits, n.e.c.","1","01319","","080450, 081060, 081090","080450, 081060, 081090"
"1738","Fruit Primary","600","Papayas","1","01317","","080720","080720"
"1738","Fruit Primary","534","Peaches and nectarines","1","01345","","080930","080930"
"1738","Fruit Primary","521","Pears","1","01342.01","","080820","080830"
"1738","Fruit Primary","587","Persimmons","1","01359.01","","081090","081070"
"1738","Fruit Primary","574","Pineapples","1","01318","","080430","080430"
"1738","Fruit Primary","489","Plantains and cooking bananas","1","01313","","080300","080310"
"1738","Fruit Primary","536","Plums and sloes","1","01346","","080940","080940"
"1738","Fruit Primary","507","Pomelos and grapefruits","1","01321","","080540","080540"
"1738","Fruit Primary","523","Quinces","1","01342.02","","080820","080840"
"1738","Fruit Primary","547","Raspberries","1","01353.01","","081020","081020"
"1738","Fruit Primary","530","Sour cherries","1","01344.01","","080920","080921"
"1738","Fruit Primary","544","Strawberries","1","01354","","081010","081010"
"1738","Fruit Primary","495","Tangerines, mandarins, clementines","1","01324","","080520","080520"
"1738","Fruit Primary","567","Watermelons","1","01221","","080711","080711"
"1777","Hides and skins, primary","957","Raw hides and skins of buffaloes","1","02951.03","","410120, 410150, 410190","410120, 410150, 410190"
"1777","Hides and skins, primary","919","Raw hides and skins of cattle","1","02951.01","","410120, 410150, 410190","410120, 410150, 410190"
"1777","Hides and skins, primary","1025","Raw hides and skins of goats or kids","1","02954","","410390","410390"
"1777","Hides and skins, primary","995","Raw hides and skins of sheep or lambs","1","02953","","410210, 410229","410210, 410229"
"1756","Live Animals","1107","Asses","1","02132","","010110, 010190","010130"
"QA","Live Animals","1107","Asses","1","02132","","010110, 010190","010130"
"QA","Live Animals","1181","Bees","1","02196","","010690","010641"
"1756","Live Animals","946","Buffalo","1","02112","","010210, 010290","010231, 010239"
"QA","Live Animals","946","Buffalo","1","02112","","010210, 010290","010231, 010239"
"1756","Live Animals","1126","Camels","1","02121.01","","010619","010613"
"QA","Live Animals","1126","Camels","1","02121.01","","010619","010613"
"1756","Live Animals","866","Cattle","1","02111","","010210, 010290","010221, 010229"
"QA","Live Animals","866","Cattle","1","02111","","010210, 010290","010221, 010229"
"QA","Live Animals","1746","Cattle and Buffaloes","1","F1746","","",""
"1756","Live Animals","1057","Chickens","1","02151","","010511, 010519, 010594, 010599","010511, 010515, 010594, 010599"
"QA","Live Animals","1057","Chickens","1","02151","","010511, 010519, 010594, 010599","010511, 010515, 010594, 010599"
"1756","Live Animals","1068","Ducks","1","02154","","010519, 010599","010513, 010599"
"QA","Live Animals","1068","Ducks","1","02154","","010519, 010599","010513, 010599"
"1756","Live Animals","1072","Geese","1","02153","","010519, 010599","010514, 010599"
"QA","Live Animals","1072","Geese","1","02153","","010519, 010599","010514, 010599"
"1756","Live Animals","1016","Goats","1","02123","","010420","010420"
"QA","Live Animals","1016","Goats","1","02123","","010420","010420"
"1756","Live Animals","1096","Horses","1","02131","","010110, 010190","010121, 010129"
"QA","Live Animals","1096","Horses","1","02131","","010110, 010190","010121, 010129"
"1756","Live Animals","1110","Mules and hinnies","1","02133","","010190","010190"
"QA","Live Animals","1110","Mules and hinnies","1","02133","","010190","010190"
"1756","Live Animals","1083","Other birds","1","02194","","010631, 010632, 010639","010631, 010632, 010639"
"QA","Live Animals","1083","Other birds","1","02194","","010631, 010632, 010639","010631, 010632, 010639"
"1756","Live Animals","1157","Other camelids","1","02121.02","","010619","010613"
"QA","Live Animals","1157","Other camelids","1","02121.02","","010619","010613"
"1756","Live Animals","1150","Other rodents","1","02192.01","","010619","010619"
"QA","Live Animals","1150","Other rodents","1","02192.01","","010619","010619"
"QA","Live Animals","2029","Poultry Birds","1","F2029","","",""
"1756","Live Animals","1140","Rabbits and hares","1","02191","","010619","010614"
"QA","Live Animals","1140","Rabbits and hares","1","02191","","010619","010614"
"1756","Live Animals","976","Sheep","1","02122","","010410","010410"
"QA","Live Animals","976","Sheep","1","02122","","010410","010410"
"QA","Live Animals","1749","Sheep and Goats","1","F1749","","",""
"1756","Live Animals","1034","Swine / pigs","1","02140","","010310, 010391, 010392","010310, 010391, 010392"
"QA","Live Animals","1034","Swine / pigs","1","02140","","010310, 010391, 010392","010310, 010391, 010392"
"1756","Live Animals","1079","Turkeys","1","02152","","010512, 010599","010512, 010599"
"QA","Live Animals","1079","Turkeys","1","02152","","010512, 010599","010512, 010599"
"QL","Livestock primary","1806","Beef and Buffalo Meat","1","F1806","","",""
"QL","Livestock primary","1183","Beeswax","1","02960.01","","152190","152190"
"QL","Livestock primary","949","Buffalo fat, unrendered","1","21513","","150200","150290"
"QL","Livestock primary","869","Cattle fat, unrendered","1","21512","","150200","150290"
"QL","Livestock primary","948","Edible offal of buffalo, fresh, chilled or frozen","1","21152","","020610, 020621, 020622, 020629, 050400","020610, 020621, 020622, 020629, 050400"
"QL","Livestock primary","868","Edible offal of cattle, fresh, chilled or frozen","1","21151","","020610, 020621, 020622, 020629, 050400","020610, 020621, 020622, 020629, 050400"
"QL","Livestock primary","1018","Edible offal of goat, fresh, chilled or frozen","1","21156","","020680, 020690, 050400","020680, 020690, 050400"
"QL","Livestock primary","1036","Edible offal of pigs, fresh, chilled or frozen","1","21153","","020630, 020641, 020649, 050400","020630, 020641, 020649, 050400"
"QL","Livestock primary","978","Edible offal of sheep, fresh, chilled or frozen","1","21155","","020680, 020690, 050400","020680, 020690, 050400"
"QL","Livestock primary","1128","Edible offals of camels and other camelids, fresh, chilled or frozen","1","21159.02","","020890","020860"
"QL","Livestock primary","1098","Edible offals of horses and other equines,  fresh, chilled or frozen","1","21159.01","","020680, 020690","020680, 020690"
"QL","Livestock primary","1091","Eggs from other birds in shell, fresh, n.e.c.","1","0232","","040700","040719, 040729, 040790"
"QL","Livestock primary","1783","Eggs Primary","1","F1783","","",""
"QL","Livestock primary","1129","Fat of camels","1","21519.02","","150600","150600"
"QL","Livestock primary","1037","Fat of pigs","1","21511.01","","020900","020910"
"QL","Livestock primary","1163","Game meat, fresh, chilled or frozen","1","21170.02","","020890","020890"
"QL","Livestock primary","1019","Goat fat, unrendered","1","21515","","150200","150290"
"QL","Livestock primary","1062","Hen eggs in shell, fresh","1","0231","","040700","040711, 040721, 040790"
"QL","Livestock primary","1097","Horse meat, fresh or chilled","1","21118.01","","020500","020500"
"QL","Livestock primary","1108","Meat of asses, fresh or chilled","1","21118.02","","020500","020500"
"QL","Livestock primary","947","Meat of buffalo, fresh or chilled","1","21112","","020110, 020120, 020130, 020210, 020220, 020230","020110, 020120, 020130, 020210, 020220, 020230"
"QL","Livestock primary","1127","Meat of camels, fresh or chilled","1","21117.01","","020890","020860"
"QL","Livestock primary","867","Meat of cattle with the bone, fresh or chilled","1","21111.01","","020110, 020120, 020210, 020220","020110, 020120, 020210, 020220"
"QL","Livestock primary","1058","Meat of chickens, fresh or chilled","1","21121","","020711, 020712, 020713, 020714, 020732, 020733, 020735, 020736","020711, 020712, 020713, 020714, 020760"
"QL","Livestock primary","1069","Meat of ducks, fresh or chilled","1","21122","","020732, 020733, 020735, 020736","020741, 020742, 020744, 020745"
"QL","Livestock primary","1073","Meat of geese, fresh or chilled","1","21123","","020732, 020733, 020735, 020736","020751, 020752, 020754, 020755"
"QL","Livestock primary","1017","Meat of goat, fresh or chilled","1","21116","","020450","020450"
"QL","Livestock primary","1111","Meat of mules, fresh or chilled","1","21118.03","","020500","020500"
"QL","Livestock primary","1158","Meat of other domestic camelids, fresh or chilled","1","21117.02","","020890","020860"
"QL","Livestock primary","1151","Meat of other domestic rodents, fresh or chilled","1","21119.01","","020890","020890"
"QL","Livestock primary","1035","Meat of pig with the bone, fresh or chilled","1","21113.01","","020311, 020312, 020319, 020321, 020322, 020329","020311, 020312, 020319, 020321, 020322, 020329"
"QL","Livestock primary","1089","Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","1","21170.01","","020890","020890"
"QL","Livestock primary","1141","Meat of rabbits and hares, fresh or chilled","1","21114","","020810","020810"
"QL","Livestock primary","977","Meat of sheep, fresh or chilled","1","21115","","020410, 020421, 020422, 020423, 020430, 020441, 020442, 020443","020410, 020421, 020422, 020423, 020430, 020441, 020442, 020443"
"QL","Livestock primary","1080","Meat of turkeys, fresh or chilled","1","21124","","020724, 020725, 020726, 020727","020724, 020725, 020726, 020727"
"QL","Livestock primary","1808","Meat, Poultry","1","F1808","","",""
"QL","Livestock primary","1765","Meat, Total","1","F1765","","",""
"QL","Livestock primary","1780","Milk, Total","1","F1780","","",""
"QL","Livestock primary","1182","Natural honey","1","02910","","040900","040900"
"QL","Livestock primary","1083","Other birds","1","02194","","010631, 010632, 010639","010631, 010632, 010639"
"QL","Livestock primary","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1","21170.92","","020830, 020840, 020850, 020890","020830, 020840, 020850, 020890"
"QL","Livestock primary","957","Raw hides and skins of buffaloes","1","02951.03","","410120, 410150, 410190","410120, 410150, 410190"
"QL","Livestock primary","919","Raw hides and skins of cattle","1","02951.01","","410120, 410150, 410190","410120, 410150, 410190"
"QL","Livestock primary","1025","Raw hides and skins of goats or kids","1","02954","","410390","410390"
"QL","Livestock primary","995","Raw hides and skins of sheep or lambs","1","02953","","410210, 410229","410210, 410229"
"QL","Livestock primary","951","Raw milk of buffalo","1","02212","","040120, 040130","040120, 040140, 040150"
"QL","Livestock primary","1130","Raw milk of camel","1","02293","","040120, 040130","040120, 040140, 040150"
"QL","Livestock primary","882","Raw milk of cattle","1","02211","","040120, 040130","040120, 040140, 040150"
"QL","Livestock primary","1020","Raw milk of goats","1","02292","","040120, 040130","040120, 040140, 040150"
"QL","Livestock primary","982","Raw milk of sheep","1","02291","","040120, 040130","040120, 040140, 040150"
"QL","Livestock primary","1807","Sheep and Goat Meat","1","F1807","","",""
"QL","Livestock primary","979","Sheep fat, unrendered","1","21514","","150200","150290"
"QL","Livestock primary","987","Shorn wool, greasy, including fleece-washed shorn wool","1","02941","","510111, 510119","510111, 510119"
"QL","Livestock primary","1185","Silk-worm cocoons suitable for reeling","1","02944","","500100","500100"
"QL","Livestock primary","1176","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails","1","02920","","030760","030760"
"QP","Livestock processed","1811","Butter and Ghee","1","F1811","","",""
"QP","Livestock processed","983","Butter and ghee of sheep milk","1","22249.01","","040510, 040520, 040590","040510, 040520, 040590"
"QP","Livestock processed","952","Butter of buffalo milk","1","22242.01","","040510, 040520","040510, 040520"
"QP","Livestock processed","886","Butter of cow milk","1","22241.01","","040510, 040520","040510, 040520"
"QP","Livestock processed","1022","Butter of goat milk","1","22249.02","","040510, 040520, 040590","040510, 040520, 040590"
"QP","Livestock processed","899","Buttermilk, dry","1","22230.04","","040390","040390"
"QP","Livestock processed","1745","Cheese (All Kinds)","1","F1745","","",""
"QP","Livestock processed","955","Cheese from milk of buffalo, fresh or processed","1","22252","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690"
"QP","Livestock processed","1021","Cheese from milk of goats, fresh or processed","1","22254","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690"
"QP","Livestock processed","984","Cheese from milk of sheep, fresh or processed","1","22253","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690"
"QP","Livestock processed","904","Cheese from skimmed cow milk","1","22251.02","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690"
"QP","Livestock processed","901","Cheese from whole cow milk","1","22251.01","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690"
"QP","Livestock processed","885","Cream, fresh","1","22120","","040120, 040130","040120, 040140, 040150"
"QP","Livestock processed","1816","Evaporat&Condensed Milk","1","F1816","","",""
"QP","Livestock processed","953","Ghee from buffalo milk","1","22242.02","","040590","040590"
"QP","Livestock processed","887","Ghee from cow milk","1","22241.02","","040590","040590"
"QP","Livestock processed","1043","Pig fat, rendered","1","21521","","150100","150110, 150120"
"QP","Livestock processed","1186","Raw silk (not thrown)","1","26110","","500200","500200"
"QP","Livestock processed","898","Skim milk and whey powder","1","22212","","040210","040210"
"QP","Livestock processed","888","Skim milk of cows","1","22110.02","","040110, 040120","040110, 040120"
"QP","Livestock processed","1809","Skim Milk&Buttermilk,Dry","1","F1809","","",""
"QP","Livestock processed","896","Skim milk, condensed","1","22222.02","","040299","040299"
"QP","Livestock processed","895","Skim milk, evaporated","1","22221.02","","040291","040291"
"QP","Livestock processed","1225","Tallow","1","21523","","150200","150210"
"QP","Livestock processed","890","Whey, condensed","1","22130.03","","040410","040410"
"QP","Livestock processed","900","Whey, dry","1","22130.02","","040410","040410"
"QP","Livestock processed","897","Whole milk powder","1","22211","","040221, 040229","040221, 040229"
"QP","Livestock processed","889","Whole milk, condensed","1","22222.01","","040299","040299"
"QP","Livestock processed","894","Whole milk, evaporated","1","22221.01","","040291","040291"
"QP","Livestock processed","891","Yoghurt","1","22230.01","","040310","040310"
"1808","Meat, Poultry","1058","Meat of chickens, fresh or chilled","1","21121","","020711, 020712, 020713, 020714, 020732, 020733, 020735, 020736","020711, 020712, 020713, 020714, 020760"
"1808","Meat, Poultry","1069","Meat of ducks, fresh or chilled","1","21122","","020732, 020733, 020735, 020736","020741, 020742, 020744, 020745"
"1808","Meat, Poultry","1073","Meat of geese, fresh or chilled","1","21123","","020732, 020733, 020735, 020736","020751, 020752, 020754, 020755"
"1808","Meat, Poultry","1089","Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","1","21170.01","","020890","020890"
"1808","Meat, Poultry","1080","Meat of turkeys, fresh or chilled","1","21124","","020724, 020725, 020726, 020727","020724, 020725, 020726, 020727"
"1765","Meat, Total","1163","Game meat, fresh, chilled or frozen","1","21170.02","","020890","020890"
"1765","Meat, Total","1097","Horse meat, fresh or chilled","1","21118.01","","020500","020500"
"1765","Meat, Total","1108","Meat of asses, fresh or chilled","1","21118.02","","020500","020500"
"1765","Meat, Total","947","Meat of buffalo, fresh or chilled","1","21112","","020110, 020120, 020130, 020210, 020220, 020230","020110, 020120, 020130, 020210, 020220, 020230"
"1765","Meat, Total","1127","Meat of camels, fresh or chilled","1","21117.01","","020890","020860"
"1765","Meat, Total","867","Meat of cattle with the bone, fresh or chilled","1","21111.01","","020110, 020120, 020210, 020220","020110, 020120, 020210, 020220"
"1765","Meat, Total","1058","Meat of chickens, fresh or chilled","1","21121","","020711, 020712, 020713, 020714, 020732, 020733, 020735, 020736","020711, 020712, 020713, 020714, 020760"
"1765","Meat, Total","1069","Meat of ducks, fresh or chilled","1","21122","","020732, 020733, 020735, 020736","020741, 020742, 020744, 020745"
"1765","Meat, Total","1073","Meat of geese, fresh or chilled","1","21123","","020732, 020733, 020735, 020736","020751, 020752, 020754, 020755"
"1765","Meat, Total","1017","Meat of goat, fresh or chilled","1","21116","","020450","020450"
"1765","Meat, Total","1111","Meat of mules, fresh or chilled","1","21118.03","","020500","020500"
"1765","Meat, Total","1158","Meat of other domestic camelids, fresh or chilled","1","21117.02","","020890","020860"
"1765","Meat, Total","1151","Meat of other domestic rodents, fresh or chilled","1","21119.01","","020890","020890"
"1765","Meat, Total","1035","Meat of pig with the bone, fresh or chilled","1","21113.01","","020311, 020312, 020319, 020321, 020322, 020329","020311, 020312, 020319, 020321, 020322, 020329"
"1765","Meat, Total","1089","Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","1","21170.01","","020890","020890"
"1765","Meat, Total","1141","Meat of rabbits and hares, fresh or chilled","1","21114","","020810","020810"
"1765","Meat, Total","977","Meat of sheep, fresh or chilled","1","21115","","020410, 020421, 020422, 020423, 020430, 020441, 020442, 020443","020410, 020421, 020422, 020423, 020430, 020441, 020442, 020443"
"1765","Meat, Total","1080","Meat of turkeys, fresh or chilled","1","21124","","020724, 020725, 020726, 020727","020724, 020725, 020726, 020727"
"1765","Meat, Total","1083","Other birds","1","02194","","010631, 010632, 010639","010631, 010632, 010639"
"1765","Meat, Total","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1","21170.92","","020830, 020840, 020850, 020890","020830, 020840, 020850, 020890"
"1765","Meat, Total","1176","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails","1","02920","","030760","030760"
"1780","Milk, Total","951","Raw milk of buffalo","1","02212","","040120, 040130","040120, 040140, 040150"
"1780","Milk, Total","1130","Raw milk of camel","1","02293","","040120, 040130","040120, 040140, 040150"
"1780","Milk, Total","882","Raw milk of cattle","1","02211","","040120, 040130","040120, 040140, 040150"
"1780","Milk, Total","1020","Raw milk of goats","1","02292","","040120, 040130","040120, 040140, 040150"
"1780","Milk, Total","982","Raw milk of sheep","1","02291","","040120, 040130","040120, 040140, 040150"
"1730","Oilcrops Primary","265","Castor oil seeds","1","01447","","120799","120730"
"1730","Oilcrops Primary","249","Coconuts, in shell","1","01460","","080119","080112, 080119"
"1730","Oilcrops Primary","242","Groundnuts, excluding shelled","1","0142","","120210, 120220","120230, 120241"
"1730","Oilcrops Primary","336","Hempseed","1","01449.02","","120799","120799"
"1730","Oilcrops Primary","277","Jojoba seeds","1","01499.03","","120799","120799"
"1730","Oilcrops Primary","310","Kapok fruit","1","01499.05","","120799","120799"
"1730","Oilcrops Primary","263","Karite nuts (sheanuts)","1","01499.01","","120799","120799"
"1730","Oilcrops Primary","333","Linseed","1","01441","","120400","120400"
"1730","Oilcrops Primary","299","Melonseed","1","01449.01","","120799","120770"
"1730","Oilcrops Primary","292","Mustard seed","1","01442","","120750","120750"
"1730","Oilcrops Primary","254","Oil palm fruit","1","01491.01","","120799","120710"
"1730","Oilcrops Primary","260","Olives","1","01450","","070990","070992"
"1730","Oilcrops Primary","339","Other oil seeds, n.e.c.","1","01449.90","","120799","120799"
"1730","Oilcrops Primary","296","Poppy seed","1","01448","","120791","120791"
"1730","Oilcrops Primary","270","Rape or colza seed","1","01443","","120510, 120590","120510, 120590"
"1730","Oilcrops Primary","280","Safflower seed","1","01446","","120799","120760"
"1730","Oilcrops Primary","328","Seed cotton, unginned","1","01921.01","","520100","520100"
"1730","Oilcrops Primary","289","Sesame seed","1","01444","","120740","120740"
"1730","Oilcrops Primary","236","Soya beans","1","0141","","120100","120110, 120190"
"1730","Oilcrops Primary","267","Sunflower seed","1","01445","","120600","120600"
"1730","Oilcrops Primary","305","Tallowtree seeds","1","01499.04","","120799","120799"
"1730","Oilcrops Primary","275","Tung nuts","1","01499.02","","120799","120799"
"1841","Oilcrops, Cake Equivalent","249","Coconuts, in shell","0.08","01460","","080119","080112, 080119"
"1841","Oilcrops, Cake Equivalent","242","Groundnuts, excluding shelled","0.38","0142","","120210, 120220","120230, 120241"
"1841","Oilcrops, Cake Equivalent","336","Hempseed","0.65","01449.02","","120799","120799"
"1841","Oilcrops, Cake Equivalent","310","Kapok fruit","0.3696","01499.05","","120799","120799"
"1841","Oilcrops, Cake Equivalent","333","Linseed","0.63","01441","","120400","120400"
"1841","Oilcrops, Cake Equivalent","299","Melonseed","0.6","01449.01","","120799","120770"
"1841","Oilcrops, Cake Equivalent","292","Mustard seed","0.58","01442","","120750","120750"
"1841","Oilcrops, Cake Equivalent","254","Oil palm fruit","0.0312","01491.01","","120799","120710"
"1841","Oilcrops, Cake Equivalent","339","Other oil seeds, n.e.c.","0.6","01449.90","","120799","120799"
"1841","Oilcrops, Cake Equivalent","296","Poppy seed","0.5","01448","","120791","120791"
"1841","Oilcrops, Cake Equivalent","270","Rape or colza seed","0.6","01443","","120510, 120590","120510, 120590"
"1841","Oilcrops, Cake Equivalent","280","Safflower seed","0.63","01446","","120799","120760"
"1841","Oilcrops, Cake Equivalent","328","Seed cotton, unginned","0.3213","01921.01","","520100","520100"
"1841","Oilcrops, Cake Equivalent","289","Sesame seed","0.51","01444","","120740","120740"
"1841","Oilcrops, Cake Equivalent","236","Soya beans","0.79","0141","","120100","120110, 120190"
"1841","Oilcrops, Cake Equivalent","267","Sunflower seed","0.47","01445","","120600","120600"
"1732","Oilcrops, Oil Equivalent","265","Castor oil seeds","0.4","01447","","120799","120730"
"1732","Oilcrops, Oil Equivalent","249","Coconuts, in shell","0.13","01460","","080119","080112, 080119"
"1732","Oilcrops, Oil Equivalent","242","Groundnuts, excluding shelled","0.3","0142","","120210, 120220","120230, 120241"
