,area,year,item_group,area_harvested(ha),laying(1000head),milkanimals(head),prod_popultn,producing_animals/slaughtered(head),production(tonnes),stocks(head),yield(hg/ha),yield/carcass_weight(hg/an),export_quantity,export_value(1000US$),import_quantity,import_value(1000US$),net_export,net_value(1000US$)
158,Ireland,1970,Sugar Crops Primary,25778.0,0.0,0.0,0.0,0.0,982500.0,0.0,381139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Ireland,1970,Vegetables Primary,3530.0,0.0,0.0,0.0,0.0,201300.0,0.0,2118859.0,0.0,5825.0,2622.0,7410.0,2339.0,-1585.0,283.0
160,Ireland,1971,Crops Primary,415973.0,0.0,0.0,0.0,0.0,2798500.0,0.0,561195.0,0.0,169.0,19.0,321556.0,22084.0,-321387.0,-22065.0
161,Ireland,1971,Crops Processed,0.0,0.0,0.0,0.0,0.0,670471.72,0.0,0.0,0.0,183712.0,24021.0,136187.0,11412.0,47525.0,12609.0
162,Ireland,1971,Fruit Primary,1500.0,0.0,0.0,0.0,0.0,24200.0,0.0,190000.0,0.0,8088.0,1856.0,20018.0,4854.0,-11930.0,-2998.0
163,Ireland,1971,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,6729700.0,0.0,0.0,631283.0,163243.0,111499.0,26756.0,519784.0,136487.0
164,Ireland,1971,Livestock primary,0.0,4000.0,0.0,0.0,0.0,49984.0,0.0,97645.0,0.0,9582.0,7482.0,4101.0,3649.0,5481.0,3833.0
165,Ireland,1971,Livestock processed,0.0,0.0,0.0,0.0,0.0,1927591.0,0.0,0.0,0.0,114578.0,78148.0,12087.0,2608.0,102491.0,75540.0
166,Ireland,1971,"Meat, Total",0.0,0.0,0.0,0.0,3212780.0,428407.0,0.0,0.0,140505.0,138165.0,118851.0,466.0,498.0,137699.0,118353.0
167,Ireland,1971,"Milk, Total",0.0,0.0,1450000.0,0.0,0.0,3161400.0,0.0,21803.0,0.0,1008.0,352.0,0.0,0.0,1008.0,352.0
168,Ireland,1971,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,8943.0,0.0,0.0,2330.0,1208.0,1422.0,684.0,908.0,524.0
169,Ireland,1971,"Pulses, Total",1200.0,0.0,0.0,0.0,0.0,2500.0,0.0,20833.0,0.0,809.0,1386.0,2752.0,658.0,-1943.0,728.0
170,Ireland,1971,"Roots and Tubers, Total",51637.0,0.0,0.0,0.0,0.0,1428200.0,0.0,276585.0,0.0,45144.0,2638.0,8861.0,191.0,36283.0,2447.0
171,Ireland,1971,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1819600.0,47280.0,0.0,0.0,260.0,14076.0,13239.0,8.0,11.0,14068.0,13228.0
172,Ireland,1971,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,2835800.0,0.0,0.0,128473.0,2040.0,190841.0,3508.0,-62368.0,-1468.0
173,Ireland,1971,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,47000.0,0.0,0.0,0.0,31496.0,13205.0,0.0,0.0,31496.0,13205.0
174,Ireland,1971,Sugar Crops Primary,29582.0,0.0,0.0,0.0,0.0,1218100.0,0.0,411771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Ireland,1971,Vegetables Primary,3570.0,0.0,0.0,0.0,0.0,194800.0,0.0,2505793.0,0.0,6979.0,3497.0,6688.0,2671.0,291.0,826.0
176,Ireland,1972,Crops Primary,406144.0,0.0,0.0,0.0,0.0,2525911.0,0.0,462150.0,0.0,348.0,22.0,274337.0,19475.0,-273989.0,-19453.0
177,Ireland,1972,Crops Processed,0.0,0.0,0.0,0.0,0.0,651403.48,0.0,0.0,0.0,172404.0,25967.0,144601.0,13586.0,27803.0,12381.0
178,Ireland,1972,Fruit Primary,1200.0,0.0,0.0,0.0,0.0,23100.0,0.0,190000.0,0.0,9918.0,2521.0,21719.0,6209.0,-11801.0,-3688.0
179,Ireland,1972,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,6819100.0,0.0,0.0,616796.0,202570.0,123107.0,36479.0,493689.0,166091.0
180,Ireland,1972,Livestock primary,0.0,4000.0,0.0,0.0,0.0,48192.0,0.0,94363.0,0.0,9980.0,11038.0,4618.0,4942.0,5362.0,6096.0
181,Ireland,1972,Livestock processed,0.0,0.0,0.0,0.0,0.0,1950908.0,0.0,0.0,0.0,103423.0,93054.0,16968.0,3147.0,86455.0,89907.0
182,Ireland,1972,"Meat, Total",0.0,0.0,0.0,0.0,3165890.0,406951.0,0.0,0.0,139578.0,150359.0,162573.0,439.0,553.0,149920.0,162020.0
183,Ireland,1972,"Milk, Total",0.0,0.0,1301000.0,0.0,0.0,3318900.0,0.0,25510.0,0.0,820.0,517.0,0.0,0.0,820.0,517.0
184,Ireland,1972,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,9153.0,0.0,0.0,1060.0,773.0,1769.0,1031.0,-709.0,-258.0
185,Ireland,1972,"Pulses, Total",400.0,0.0,0.0,0.0,0.0,1300.0,0.0,32500.0,0.0,986.0,1921.0,3817.0,675.0,-2831.0,1246.0
186,Ireland,1972,"Roots and Tubers, Total",44111.0,0.0,0.0,0.0,0.0,1069900.0,0.0,242547.0,0.0,34263.0,2263.0,958.0,58.0,33305.0,2205.0
187,Ireland,1972,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1760600.0,45021.0,0.0,0.0,256.0,11844.0,14483.0,7.0,12.0,11837.0,14471.0
188,Ireland,1972,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,2862000.0,0.0,0.0,162773.0,3215.0,184506.0,4052.0,-21733.0,-837.0
189,Ireland,1972,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,66000.0,0.0,0.0,0.0,23616.0,13609.0,0.0,0.0,23616.0,13609.0
190,Ireland,1972,Sugar Crops Primary,34034.0,0.0,0.0,0.0,0.0,1094511.0,0.0,321593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Ireland,1972,Vegetables Primary,3570.0,0.0,0.0,0.0,0.0,187900.0,0.0,2557622.0,0.0,8556.0,5173.0,6096.0,3044.0,2460.0,2129.0
192,Ireland,1973,Crops Primary,381541.0,0.0,0.0,0.0,0.0,2618100.0,0.0,566626.0,0.0,60543.0,5903.0,169329.0,17834.0,-108786.0,-11931.0
193,Ireland,1973,Crops Processed,0.0,0.0,0.0,0.0,0.0,703477.24,0.0,0.0,0.0,191621.0,27840.0,120999.0,13398.0,70622.0,14442.0
194,Ireland,1973,Fruit Primary,1300.0,0.0,0.0,0.0,0.0,22100.0,0.0,208750.0,0.0,1076.0,444.0,23413.0,7739.0,-22337.0,-7295.0
195,Ireland,1973,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,7098200.0,0.0,0.0,474835.0,203570.0,135972.0,47510.0,338863.0,156060.0
196,Ireland,1973,Livestock primary,0.0,4112.0,0.0,0.0,0.0,50300.0,0.0,97600.0,0.0,7301.0,12728.0,6070.0,10492.0,1231.0,2236.0
197,Ireland,1973,Livestock processed,0.0,0.0,0.0,0.0,0.0,2177881.0,0.0,0.0,0.0,127873.0,113583.0,21633.0,5095.0,106240.0,108488.0
198,Ireland,1973,"Meat, Total",0.0,0.0,0.0,0.0,3015000.0,396620.0,0.0,0.0,140693.0,118729.0,186021.0,802.0,1307.0,117927.0,184714.0
199,Ireland,1973,"Milk, Total",0.0,0.0,1389000.0,0.0,0.0,3475500.0,0.0,25022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Ireland,1973,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,9889.0,0.0,0.0,1202.0,795.0,1694.0,1111.0,-492.0,-316.0
201,Ireland,1973,"Pulses, Total",300.0,0.0,0.0,0.0,0.0,1000.0,0.0,33333.0,0.0,391.0,765.0,5725.0,1567.0,-5334.0,-802.0
202,Ireland,1973,"Roots and Tubers, Total",47713.0,0.0,0.0,0.0,0.0,1332000.0,0.0,279169.0,0.0,25714.0,1962.0,10554.0,756.0,15160.0,1206.0
203,Ireland,1973,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1690000.0,43363.0,0.0,0.0,257.0,11746.0,18667.0,14.0,30.0,11732.0,18637.0
204,Ireland,1973,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,2834600.0,0.0,0.0,121181.0,3213.0,150998.0,4315.0,-29817.0,-1102.0
205,Ireland,1973,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,103800.0,0.0,0.0,0.0,113293.0,74220.0,3000.0,1377.0,110293.0,72843.0
206,Ireland,1973,Sugar Crops Primary,30190.0,0.0,0.0,0.0,0.0,1321600.0,0.0,437761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Ireland,1973,Vegetables Primary,3555.0,0.0,0.0,0.0,0.0,188500.0,0.0,2547797.0,0.0,9771.0,6364.0,8234.0,4128.0,1537.0,2236.0
208,Ireland,1974,Crops Primary,373767.0,0.0,0.0,0.0,0.0,2366800.0,0.0,501943.0,0.0,58110.0,6168.0,380716.0,61925.0,-322606.0,-55757.0
209,Ireland,1974,Crops Processed,0.0,0.0,0.0,0.0,0.0,648214.0,0.0,0.0,0.0,165932.0,25067.0,143782.0,23165.0,22150.0,1902.0
210,Ireland,1974,Fruit Primary,1400.0,0.0,0.0,0.0,0.0,21900.0,0.0,285000.0,0.0,807.0,374.0,27979.0,8037.0,-27172.0,-7663.0
211,Ireland,1974,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,7581400.0,0.0,0.0,458000.0,165142.0,179501.0,31842.0,278499.0,133300.0
212,Ireland,1974,Livestock primary,0.0,4072.0,0.0,0.0,0.0,50387.0,0.0,97979.0,0.0,3943.0,7177.0,3437.0,6829.0,506.0,348.0
213,Ireland,1974,Livestock processed,0.0,0.0,0.0,0.0,0.0,1922103.0,0.0,0.0,0.0,132935.0,142374.0,48510.0,8989.0,84425.0,133385.0
214,Ireland,1974,"Meat, Total",0.0,0.0,0.0,0.0,3363100.0,513086.0,0.0,0.0,138336.0,134701.0,196686.0,1025.0,1317.0,133676.0,195369.0
215,Ireland,1974,"Milk, Total",0.0,0.0,1431000.0,0.0,0.0,3340000.0,0.0,23340.0,0.0,311.0,37.0,866.0,99.0,-555.0,-62.0
216,Ireland,1974,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,9863.0,0.0,0.0,571.0,606.0,60.0,62.0,511.0,544.0
217,Ireland,1974,"Pulses, Total",400.0,0.0,0.0,0.0,0.0,1000.0,0.0,25000.0,0.0,110.0,192.0,6299.0,2608.0,-6189.0,-2416.0
218,Ireland,1974,"Roots and Tubers, Total",39943.0,0.0,0.0,0.0,0.0,1111000.0,0.0,278146.0,0.0,27885.0,2348.0,650.0,61.0,27235.0,2287.0
219,Ireland,1974,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1739000.0,45000.0,0.0,0.0,259.0,11116.0,18127.0,10.0,21.0,11106.0,18106.0
220,Ireland,1974,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,2844500.0,0.0,0.0,119724.0,3517.0,138800.0,3545.0,-19076.0,-28.0
221,Ireland,1974,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,102000.0,0.0,0.0,0.0,71790.0,69010.0,660.0,577.0,71130.0,68433.0
222,Ireland,1974,Sugar Crops Primary,25779.0,0.0,0.0,0.0,0.0,925900.0,0.0,359168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Ireland,1974,Vegetables Primary,3855.0,0.0,0.0,0.0,0.0,210600.0,0.0,2610297.0,0.0,10477.0,6943.0,8608.0,4087.0,1869.0,2856.0
224,Ireland,1975,Crops Primary,372238.0,0.0,0.0,0.0,0.0,2809400.0,0.0,572999.0,0.0,69387.0,9592.0,312296.0,53282.0,-242909.0,-43690.0
225,Ireland,1975,Crops Processed,0.0,0.0,0.0,0.0,0.0,732203.0,0.0,0.0,0.0,199585.0,31823.0,118472.0,25824.0,81113.0,5999.0
226,Ireland,1975,Fruit Primary,1400.0,0.0,0.0,0.0,0.0,22900.0,0.0,288750.0,0.0,518.0,201.0,25831.0,9445.0,-25313.0,-9244.0
227,Ireland,1975,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,7422864.0,0.0,0.0,762941.0,267089.0,107219.0,25985.0,655722.0,241104.0
228,Ireland,1975,Livestock primary,0.0,4000.0,0.0,0.0,0.0,50883.0,0.0,101568.0,0.0,6552.0,8681.0,5615.0,6756.0,937.0,1925.0
229,Ireland,1975,Livestock processed,0.0,0.0,0.0,0.0,0.0,2180470.0,0.0,0.0,0.0,175254.0,237110.0,42044.0,10377.0,133210.0,226733.0
230,Ireland,1975,"Meat, Total",0.0,0.0,0.0,0.0,3271190.0,558239.0,0.0,0.0,138788.0,202821.0,317903.0,2130.0,3366.0,200691.0,314537.0
231,Ireland,1975,"Milk, Total",0.0,0.0,1406000.0,0.0,0.0,3593000.0,0.0,25555.0,0.0,8254.0,978.0,2289.0,300.0,5965.0,678.0
232,Ireland,1975,"Oilcrops, Oil Equivalent",300.0,0.0,0.0,0.0,0.0,300.0,0.0,10000.0,0.0,114.0,41.0,0.0,0.0,114.0,41.0
233,Ireland,1975,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,8856.0,0.0,0.0,1137.0,777.0,1921.0,761.0,-784.0,16.0
234,Ireland,1975,"Pulses, Total",30.0,0.0,0.0,0.0,0.0,100.0,0.0,33333.0,0.0,33.0,85.0,4593.0,2022.0,-4560.0,-1937.0
235,Ireland,1975,"Roots and Tubers, Total",40580.0,0.0,0.0,0.0,0.0,1018000.0,0.0,250862.0,0.0,30177.0,5289.0,1624.0,228.0,28553.0,5061.0
236,Ireland,1975,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1832000.0,46000.0,0.0,0.0,251.0,11658.0,20962.0,9.0,15.0,11649.0,20947.0
237,Ireland,1975,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,2711200.0,0.0,0.0,208406.0,6435.0,187363.0,4511.0,21043.0,1924.0
238,Ireland,1975,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,135000.0,0.0,0.0,0.0,109789.0,111862.0,4472.0,4663.0,105317.0,107199.0
239,Ireland,1975,Sugar Crops Primary,33266.0,0.0,0.0,0.0,0.0,1429700.0,0.0,429778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Ireland,1975,Vegetables Primary,4170.0,0.0,0.0,0.0,0.0,250900.0,0.0,2681998.0,0.0,12525.0,8716.0,9551.0,4982.0,2974.0,3734.0
241,Ireland,1976,Crops Primary,384255.0,0.0,0.0,0.0,0.0,2721000.0,0.0,559041.0,0.0,66355.0,9279.0,233926.0,39080.0,-167571.0,-29801.0
242,Ireland,1976,Crops Processed,0.0,0.0,0.0,0.0,0.0,723654.96,0.0,0.0,0.0,202290.0,28657.0,192844.0,32672.0,9446.0,-4015.0
243,Ireland,1976,Fruit Primary,1400.0,0.0,0.0,0.0,0.0,23500.0,0.0,295000.0,0.0,916.0,320.0,29921.0,8648.0,-29005.0,-8328.0
244,Ireland,1976,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,7213100.0,0.0,0.0,761118.0,191202.0,101624.0,25774.0,659494.0,165428.0
245,Ireland,1976,Livestock primary,0.0,4000.0,0.0,0.0,0.0,48491.0,0.0,96673.0,0.0,6846.0,12367.0,5148.0,10136.0,1698.0,2231.0
246,Ireland,1976,Livestock processed,0.0,0.0,0.0,0.0,0.0,2503474.0,0.0,0.0,0.0,177624.0,247746.0,62081.0,13720.0,115543.0,234026.0
247,Ireland,1976,"Meat, Total",0.0,0.0,0.0,0.0,3142080.0,496504.0,0.0,0.0,139491.0,160565.0,266001.0,2728.0,3810.0,157837.0,262191.0
248,Ireland,1976,"Milk, Total",0.0,0.0,1380000.0,0.0,0.0,3862700.0,0.0,27991.0,0.0,6984.0,724.0,241.0,18.0,6743.0,706.0
249,Ireland,1976,"Oilcrops, Oil Equivalent",300.0,0.0,0.0,0.0,0.0,300.0,0.0,10000.0,0.0,14.0,4.0,0.0,0.0,14.0,4.0
250,Ireland,1976,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,8982.0,0.0,0.0,1238.0,829.0,1197.0,558.0,41.0,271.0
251,Ireland,1976,"Pulses, Total",100.0,0.0,0.0,0.0,0.0,300.0,0.0,30000.0,0.0,237.0,109.0,3919.0,1368.0,-3682.0,-1259.0
252,Ireland,1976,"Roots and Tubers, Total",47349.0,0.0,0.0,0.0,0.0,1179000.0,0.0,249002.0,0.0,23876.0,8168.0,2012.0,856.0,21864.0,7312.0
253,Ireland,1976,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1508800.0,37000.0,0.0,0.0,245.0,7273.0,13225.0,9.0,20.0,7264.0,13205.0
254,Ireland,1976,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,2653200.0,0.0,0.0,103561.0,3079.0,186300.0,5629.0,-82739.0,-2550.0
255,Ireland,1976,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,164000.0,0.0,0.0,0.0,141735.0,125809.0,1621.0,1560.0,140114.0,124249.0
256,Ireland,1976,Sugar Crops Primary,34400.0,0.0,0.0,0.0,0.0,1468000.0,0.0,426744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Ireland,1976,Vegetables Primary,4366.0,0.0,0.0,0.0,0.0,278000.0,0.0,2636638.0,0.0,13539.0,8307.0,9333.0,5166.0,4206.0,3141.0
258,Ireland,1977,Crops Primary,407708.0,0.0,0.0,0.0,0.0,3231000.0,0.0,563397.0,0.0,72410.0,11193.0,306976.0,59967.0,-234566.0,-48774.0
259,Ireland,1977,Crops Processed,0.0,0.0,0.0,0.0,0.0,705859.12,0.0,0.0,0.0,187894.0,27526.0,163135.0,29132.0,24759.0,-1606.0
260,Ireland,1977,Fruit Primary,1400.0,0.0,0.0,0.0,0.0,19900.0,0.0,320476.0,0.0,857.0,431.0,28653.0,12714.0,-27796.0,-12283.0
261,Ireland,1977,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,7312900.0,0.0,0.0,535601.0,261731.0,147125.0,59404.0,388476.0,202327.0
262,Ireland,1977,Livestock primary,0.0,3490.0,0.0,0.0,0.0,46891.0,0.0,108851.0,0.0,6201.0,13182.0,1942.0,2581.0,4259.0,10601.0
263,Ireland,1977,Livestock processed,0.0,0.0,0.0,0.0,0.0,2573445.0,0.0,0.0,0.0,157565.0,225080.0,36977.0,15418.0,120588.0,209662.0
264,Ireland,1977,"Meat, Total",0.0,0.0,0.0,0.0,3449580.0,562294.0,0.0,0.0,139797.0,217733.0,415664.0,3845.0,5750.0,213888.0,409914.0
265,Ireland,1977,"Milk, Total",0.0,0.0,1436000.0,0.0,0.0,4157200.0,0.0,28950.0,0.0,2695.0,492.0,1588.0,267.0,1107.0,225.0
266,Ireland,1977,"Oilcrops, Oil Equivalent",550.0,0.0,0.0,0.0,0.0,500.0,0.0,9091.0,0.0,333.0,76.0,127.0,99.0,206.0,-23.0
267,Ireland,1977,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,9158.0,0.0,0.0,1559.0,1108.0,1174.0,935.0,385.0,173.0
268,Ireland,1977,"Pulses, Total",30.0,0.0,0.0,0.0,0.0,100.0,0.0,33333.0,0.0,113.0,52.0,5520.0,2296.0,-5407.0,-2244.0
269,Ireland,1977,"Roots and Tubers, Total",53419.0,0.0,0.0,0.0,0.0,1531000.0,0.0,286602.0,0.0,46788.0,5810.0,3298.0,503.0,43490.0,5307.0
270,Ireland,1977,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1456900.0,37000.0,0.0,0.0,254.0,6395.0,13636.0,11.0,24.0,6384.0,13612.0
271,Ireland,1977,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,2581900.0,0.0,0.0,115905.0,4299.0,221189.0,8171.0,-105284.0,-3872.0
272,Ireland,1977,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,144539.0,0.0,0.0,0.0,161036.0,120364.0,1873.0,1933.0,159163.0,118431.0
273,Ireland,1977,Sugar Crops Primary,35208.0,0.0,0.0,0.0,0.0,1398000.0,0.0,397069.0,0.0,0.0,0.0,14.0,23.0,-14.0,-23.0
274,Ireland,1977,Vegetables Primary,5090.0,0.0,0.0,0.0,0.0,298500.0,0.0,2593219.0,0.0,18320.0,9675.0,7403.0,4476.0,10917.0,5199.0
275,Ireland,1978,Crops Primary,424319.0,0.0,0.0,0.0,0.0,3224072.0,0.0,575604.0,0.0,345163.0,60881.0,226065.0,56219.0,119098.0,4662.0
276,Ireland,1978,Crops Processed,0.0,0.0,0.0,0.0,0.0,751590.3,0.0,0.0,0.0,195135.0,33627.0,172581.0,27091.0,22554.0,6536.0
277,Ireland,1978,Fruit Primary,1600.0,0.0,0.0,0.0,0.0,21000.0,0.0,286250.0,0.0,781.0,442.0,35076.0,16575.0,-34295.0,-16133.0
278,Ireland,1978,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,7350400.0,0.0,0.0,625704.0,338353.0,125434.0,72073.0,500270.0,266280.0
279,Ireland,1978,Livestock primary,0.0,3368.0,0.0,0.0,0.0,45947.0,0.0,109857.0,0.0,7790.0,17374.0,1524.0,2251.0,6266.0,15123.0
280,Ireland,1978,Livestock processed,0.0,0.0,0.0,0.0,0.0,2970580.0,0.0,0.0,0.0,196653.0,377060.0,36634.0,17766.0,160019.0,359294.0
281,Ireland,1978,"Meat, Total",0.0,0.0,0.0,0.0,3548280.0,571100.0,0.0,0.0,139931.0,223320.0,511504.0,4547.0,7739.0,218773.0,503765.0
282,Ireland,1978,"Milk, Total",0.0,0.0,1484000.0,0.0,0.0,4697000.0,0.0,31651.0,0.0,4277.0,1046.0,64.0,14.0,4213.0,1032.0
283,Ireland,1978,"Oilcrops, Oil Equivalent",550.0,0.0,0.0,0.0,0.0,500.0,0.0,9091.0,0.0,49.0,39.0,236.0,133.0,-187.0,-94.0
284,Ireland,1978,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,9201.0,0.0,0.0,1984.0,1516.0,719.0,493.0,1265.0,1023.0
285,Ireland,1978,"Pulses, Total",100.0,0.0,0.0,0.0,0.0,300.0,0.0,30000.0,0.0,51.0,152.0,5125.0,2272.0,-5074.0,-2120.0
286,Ireland,1978,"Roots and Tubers, Total",41197.0,0.0,0.0,0.0,0.0,1008000.0,0.0,244678.0,0.0,32000.0,3352.0,4162.0,390.0,27838.0,2962.0
287,Ireland,1978,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1855100.0,41000.0,0.0,0.0,221.0,15191.0,58693.0,2.0,4.0,15189.0,58689.0
288,Ireland,1978,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,2526000.0,0.0,0.0,103673.0,4532.0,352884.0,20815.0,-249211.0,-16283.0
289,Ireland,1978,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,169500.0,0.0,0.0,0.0,144651.0,110365.0,856.0,1007.0,143795.0,109358.0
290,Ireland,1978,Sugar Crops Primary,36422.0,0.0,0.0,0.0,0.0,1456000.0,0.0,399758.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
291,Ireland,1978,Vegetables Primary,4988.0,0.0,0.0,0.0,0.0,293000.0,0.0,2632699.0,0.0,11144.0,9853.0,14079.0,7042.0,-2935.0,2811.0
292,Ireland,1979,Crops Primary,435882.0,0.0,0.0,0.0,0.0,3238083.0,0.0,561869.0,0.0,219379.0,44533.0,234146.0,68381.0,-14767.0,-23848.0
293,Ireland,1979,Crops Processed,0.0,0.0,0.0,0.0,0.0,747062.04,0.0,0.0,0.0,199023.0,38958.0,208548.0,45397.0,-9525.0,-6439.0
294,Ireland,1979,Fruit Primary,1600.0,0.0,0.0,0.0,0.0,22100.0,0.0,296429.0,0.0,720.0,381.0,39711.0,16243.0,-38991.0,-15862.0
295,Ireland,1979,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,7386400.0,0.0,0.0,368824.0,264608.0,181407.0,129999.0,187417.0,134609.0
296,Ireland,1979,Livestock primary,0.0,3065.0,0.0,0.0,0.0,47800.0,0.0,114192.0,0.0,8885.0,22065.0,4701.0,7416.0,4184.0,14649.0
297,Ireland,1979,Livestock processed,0.0,0.0,0.0,0.0,0.0,3107608.0,0.0,0.0,0.0,242689.0,549507.0,18291.0,22416.0,224398.0,527091.0
298,Ireland,1979,"Meat, Total",0.0,0.0,0.0,0.0,3796070.0,591152.0,0.0,0.0,139386.0,224790.0,576931.0,4861.0,9656.0,219929.0,567275.0
299,Ireland,1979,"Milk, Total",0.0,0.0,1513000.0,0.0,0.0,4788200.0,0.0,31647.0,0.0,8397.0,2232.0,453.0,114.0,7944.0,2118.0
300,Ireland,1979,"Oilcrops, Oil Equivalent",500.0,0.0,0.0,0.0,0.0,400.0,0.0,8000.0,0.0,0.0,0.0,1000.0,244.0,-1000.0,-244.0
301,Ireland,1979,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,9307.0,0.0,0.0,2373.0,2230.0,1333.0,905.0,1040.0,1325.0
302,Ireland,1979,"Pulses, Total",100.0,0.0,0.0,0.0,0.0,400.0,0.0,40000.0,0.0,600.0,2156.0,4346.0,2132.0,-3746.0,24.0
303,Ireland,1979,"Roots and Tubers, Total",40550.0,0.0,0.0,0.0,0.0,902000.0,0.0,222441.0,0.0,20194.0,3883.0,3483.0,1008.0,16711.0,2875.0
304,Ireland,1979,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1602800.0,39000.0,0.0,0.0,243.0,12984.0,54702.0,30.0,106.0,12954.0,54596.0
305,Ireland,1979,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,2417800.0,0.0,0.0,39023.0,1892.0,249790.0,16384.0,-210767.0,-14492.0
306,Ireland,1979,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,147586.0,0.0,0.0,0.0,167199.0,127606.0,563.0,812.0,166636.0,126794.0
307,Ireland,1979,Sugar Crops Primary,34873.0,0.0,0.0,0.0,0.0,1322000.0,0.0,379090.0,0.0,43.0,18.0,14.0,33.0,29.0,-15.0
308,Ireland,1979,Vegetables Primary,5080.0,0.0,0.0,0.0,0.0,291300.0,0.0,2600881.0,0.0,9996.0,9965.0,19203.0,10195.0,-9207.0,-230.0
309,Ireland,1980,Crops Primary,477075.0,0.0,0.0,0.0,0.0,3220876.0,0.0,535337.0,0.0,237581.0,55915.0,323706.0,103084.0,-86125.0,-47169.0
310,Ireland,1980,Crops Processed,0.0,0.0,0.0,0.0,0.0,688648.3,0.0,0.0,0.0,187580.0,39625.0,205640.0,55466.0,-18060.0,-15841.0
311,Ireland,1980,Fruit Primary,1400.0,0.0,0.0,0.0,0.0,22100.0,0.0,332619.0,0.0,706.0,477.0,46319.0,24278.0,-45613.0,-23801.0
312,Ireland,1980,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,7389066.0,0.0,0.0,489332.0,373929.0,342654.0,110625.0,146678.0,263304.0
313,Ireland,1980,Livestock primary,0.0,2800.0,0.0,0.0,0.0,43000.0,0.0,117857.0,0.0,7576.0,18034.0,10085.0,18688.0,-2509.0,-654.0
314,Ireland,1980,Livestock processed,0.0,0.0,0.0,0.0,0.0,2935603.0,0.0,0.0,0.0,202001.0,469993.0,15589.0,30187.0,186412.0,439806.0
315,Ireland,1980,"Meat, Total",0.0,0.0,0.0,0.0,4093060.0,652967.0,0.0,0.0,139754.0,289457.0,767471.0,8454.0,21278.0,281003.0,746193.0
316,Ireland,1980,"Milk, Total",0.0,0.0,1503000.0,0.0,0.0,4717400.0,0.0,31387.0,0.0,9834.0,2447.0,331.0,111.0,9503.0,2336.0
